TIMESTAMP_START,TIMESTAMP_END,DTime,CO2,FC,LW_OUT,NETRAD,P,PA,RH,TA
201201010000,201201010030,1.021,-9999,-9999,329.8980101,6.6816,0,-9999,-9999,5.97
201201010030,201201010100,1.042,-9999,-9999,329.0970481,7.0912,0,-9999,-9999,5.66
201201010100,201201010130,1.062,-9999,-9999,329.0925184,6.6924,0,-9999,-9999,5.57
201201010130,201201010200,1.083,-9999,-9999,329.5300387,6.8854,0,-9999,-9999,5.72
201201010200,201201010230,1.104,461.9555,2.9692925,329.8770983,7.0709,0,97.291,-9999,5.83
201201010230,201201010300,1.125,474.0594,1.34825886,328.691908,8.1342,0,97.407,98.94427757,5.64
201201010300,201201010330,1.146,476.2904,2.68234333,328.3844754,7.9057,0,97.407,-9999,5.48
201201010330,201201010400,1.167,472.1206,-0.50371238,328.6570481,7.8135,0,97.406,97.22106365,5.55
201201010400,201201010430,1.188,478.3285,3.11922852,328.5432321,8.2926,0,97.401,96.41956881,5.6
201201010430,201201010500,1.208,470.6324,0.08878052,328.2881746,8.5331,0,97.398,98.10270798,5.67
201201010500,201201010530,1.229,472.0636,-2.13096975,328.4737824,8.4414,0,97.398,98.86412808,5.68
201201010530,201201010600,1.25,464.3312,0.45187902,328.0863156,8.8566,0,97.404,99.5453987,5.69
201201010600,201201010630,1.271,465.8142,3.75755247,328.351908,8.5246,0,97.441,98.18285747,5.7
201201010630,201201010700,1.292,463.4039,4.32662554,328.9034475,7.4515,0,97.45,97.70196056,5.81
201201010700,201201010730,1.312,450.975,1.51641079,331.012035,5.612,0,97.464,98.38323118,6.54
201201010730,201201010800,1.333,455.4781,3.11437319,330.7126974,3.8168,0,97.482,98.14278272,6.43
201201010800,201201010830,1.354,455.8119,2.48664621,330.5896264,2.9265,0,97.458,97.50158685,6.51
201201010830,201201010900,1.375,456.0458,1.19851929,332.2887101,13.3065,0,97.495,95.37762551,6.52
201201010900,201201010930,1.396,452.9992,-2.56075619,338.6425663,45.7965,0,97.507,95.69822345,6.73
201201010930,201201011000,1.417,444.7067,-3.60182707,343.5556481,64.7932,0,97.511,94.81657912,7.42
201201011000,201201011030,1.438,445.7735,-7.99721331,345.9028192,71.3414,0,97.515,92.17164613,7.89
201201011030,201201011100,1.458,448.2839,-5.58628492,346.1634498,74.2007,0,97.517,91.49037552,8.2
201201011100,201201011130,1.479,440.7452,-7.60859556,349.0131419,87.6066,0,97.503,89.84731108,8.72
201201011130,201201011200,1.5,433.2527,-8.46183311,355.5455007,123.9231,0,97.496,89.32633944,9.42
201201011200,201201011230,1.521,418.7455,-8.58895586,359.7228442,120.4839,0,97.451,90.96940387,10.1
201201011230,201201011300,1.542,401.4206,-5.8955067,359.9087421,102.515,0,97.437,90.56865644,10.33
201201011300,201201011330,1.562,399.0806,-9.34194233,365.3804705,157.6987,0,97.407,90.48850696,11.11
201201011330,201201011400,1.583,399.0637,-4.90078111,361.3018558,116.5358,0,97.4,87.64320026,11.25
201201011400,201201011430,1.604,398.1434,-3.86611165,360.1284429,106.5513,0,97.275,87.88364872,11.21
201201011430,201201011500,1.625,397.1584,-5.51383357,355.70846,65.9709,0,97.303,84.91811779,11.29
201201011500,201201011530,1.646,396.2262,-6.38693073,355.0364599,52.7036,0,97.302,84.3570714,11.29
201201011530,201201011600,1.667,396.9213,-1.56933565,347.1009497,-1.248,0,97.301,86.52110748,10.9
201201011600,201201011630,1.688,395.2948,-4.26213729,330.5794554,-35.3701,0,97.306,90.5285817,8.76
201201011630,201201011700,1.708,408.6285,4.20703341,326.8656859,-54.1447,0,97.317,94.17538324,8.07
201201011700,201201011730,1.729,389.8284,-13.36321135,321.8372148,-42.8189,0,97.333,95.13717706,6.45
201201011730,201201011800,1.75,-9999,-31.36375958,322.4273429,-26.1608,0,97.379,96.09897087,6.43
201201011800,201201011830,1.771,398.0968,-20.82696793,324.1967738,-37.1366,0,97.377,92.69261778,6.31
201201011830,201201011900,1.792,-9999,-9999,315.9946534,-48.6369,0,97.362,96.74016675,6.25
201201011900,201201011930,1.812,-9999,-9999,310.0662161,-45.2798,0,97.313,96.2191951,4.96
201201011930,201201012000,1.833,-9999,-9999,308.2726313,-42.9338,0,97.312,97.38136262,3.99
201201012000,201201012030,1.854,-9999,-9999,308.1690237,-40.4509,0,97.216,99.22480076,3.34
201201012030,201201012100,1.875,-9999,-9999,307.7460806,-41.5634,0,97.3,97.62181108,3.41
201201012100,201201012130,1.896,-9999,-9999,306.8110266,-32.45,0,97.282,95.61807396,2.7
201201012130,201201012200,1.917,-9999,-9999,306.3509412,-32.1411,0,97.268,92.65254304,2.43
201201012200,201201012230,1.938,-9999,-9999,307.7336307,-32.2478,0,97.215,94.09523376,2.75
201201012230,201201012300,1.958,-9999,-9999,309.9936688,-20.9594,0,97.182,95.13717706,2.64
201201012300,201201012330,1.979,-9999,-9999,311.1303351,-20.6318,0,97.133,96.2191951,2.43
201201012330,201201020000,2,-9999,-9999,309.7522748,-24.9617,0,97.103,99.46524922,2.32
201201020000,201201020030,2.021,-9999,-9999,307.0980752,-28.0938,0,97.076,98.06263324,2.34
201201020030,201201020100,2.042,-9999,-9999,308.8085167,-27.9511,0,97.055,-9999,2.14
201201020100,201201020130,2.062,-9999,-9999,307.2963506,-28.6364,0,97.043,-9999,1.74
201201020130,201201020200,2.083,-9999,-9999,307.4725004,-26.5647,0,97.009,-9999,1.49
201201020200,201201020230,2.104,-9999,-9999,309.7632014,-18.2624,0,96.981,97.30121314,1.57
201201020230,201201020300,2.125,-9999,-9999,309.9374476,-19.2757,0,97,96.82031623,1.8
201201020300,201201020330,2.146,-9999,-9999,310.1689778,-21.5759,0,96.985,98.74390386,1.88
201201020330,201201020400,2.167,-9999,-9999,309.6832142,-25.1838,0,96.93,-9999,2.25
201201020400,201201020430,2.188,-9999,-9999,308.8896878,-22.8381,0,96.9,-9999,1.91
201201020430,201201020500,2.208,-9999,-9999,310.1596878,-25.0202,0,96.879,-9999,1.97
201201020500,201201020530,2.229,-9999,-9999,308.43498,-30.4549,0,96.812,97.14091417,1.71
201201020530,201201020600,2.25,-9999,-9999,307.3878526,-28.4741,0,96.798,99.46524922,1.56
201201020600,201201020630,2.271,-9999,-9999,306.9748708,-24.5245,0,96.774,99.8259219,1.96
201201020630,201201020700,2.292,-9999,-9999,307.9816251,-19.4709,0,96.762,99.0645018,1.83
201201020700,201201020730,2.312,-9999,-9999,308.8515451,-20.8165,0,96.713,98.7839786,2.03
201201020730,201201020800,2.333,-9999,-9999,308.1608024,-21.0097,0,96.704,98.14278272,2.21
201201020800,201201020830,2.354,-9999,-9999,309.2360492,-19.6538,0,96.588,97.58173633,1.93
201201020830,201201020900,2.375,-9999,-9999,314.073752,-1.1335,0,96.698,95.1772518,2.34
201201020900,201201020930,2.396,-9999,-9999,320.8766264,10.5466,0,96.707,97.18098891,3.24
201201020930,201201021000,2.417,-9999,-9999,325.2553372,19.8989,0,96.728,95.53792448,3.88
201201021000,201201021030,2.438,-9999,-9999,326.5236818,15.3536,0,96.782,91.65067448,4.33
201201021030,201201021100,2.458,-9999,-9999,330.7813208,39.8392,0,96.787,91.00947861,4.9
201201021100,201201021130,2.479,-9999,-9999,339.0180124,75.4645,0,96.79,90.40835748,5.84
201201021130,201201021200,2.5,437.5891,8.8238459,341.685582,58.0764,0,96.769,92.13157139,7.33
201201021200,201201021230,2.521,514.7893,-40.34728715,342.5263577,41.2017,0,96.769,92.93306624,8.64
201201021230,201201021300,2.542,-9999,-9999,341.5587722,23.2319,1.67,96.794,89.36641418,9.15
201201021300,201201021330,2.562,-9999,-9999,338.3287415,27.5827,0.9,96.874,87.44282655,8.65
201201021330,201201021400,2.583,-9999,-9999,336.7823236,26.7582,0.64,96.921,89.84731108,8.34
201201021400,201201021430,2.604,-9999,-9999,337.8465574,46.1599,0.38,96.915,93.29373892,8
201201021430,201201021500,2.625,-9999,-9999,338.0538289,28.0626,0.13,97.071,89.4866384,7.99
201201021500,201201021530,2.646,-9999,-9999,336.2620713,21.9414,0.26,97.099,89.16604047,7.42
201201021530,201201021600,2.667,-9999,-9999,335.1529898,20.0339,0.38,97.132,91.69074923,6.91
201201021600,201201021630,2.688,601.4638,12.77257441,331.4989017,13.3066,0,97.172,88.52484459,6.57
201201021630,201201021700,2.708,552.9185,-12.02969,326.4062079,10.7507,0,97.201,89.96753531,5.87
201201021700,201201021730,2.729,461.9371,33.2572444,326.2908325,6.3065,0,97.24,92.73269252,6.47
201201021730,201201021800,2.75,430.1233,4.26608811,324.4108847,9.5929,0,97.288,85.91998635,5.69
201201021800,201201021830,2.771,416.7982,3.44143197,324.7609087,8.0346,0,97.301,84.15669769,5.51
201201021830,201201021900,2.792,415.9381,3.35121216,322.3691475,9.4995,0,97.313,87.36267707,5.23
201201021900,201201021930,2.812,417.4668,3.30445999,321.2048456,9.175,0,97.377,85.35893996,4.79
201201021930,201201022000,2.833,412.4805,4.05272848,324.1913634,7.823,0,97.398,86.24058429,5.67
201201022000,201201022030,2.854,441.6646,-19.92994782,323.3650751,7.9355,0,97.361,86.40088325,5.64
201201022030,201201022100,2.875,409.6433,-1.37365647,323.0978713,8.773,0,97.494,86.88178016,5.2
201201022100,201201022130,2.896,474.1528,-9999,324.8755656,3.5903,0.13,97.525,89.80723634,5.68
201201022130,201201022200,2.917,-9999,-9999,324.8040998,-0.0042,0.64,97.559,88.56491933,5.84
201201022200,201201022230,2.938,-9999,-9999,321.3356827,4.7944,0,97.605,88.88551727,5.73
201201022230,201201022300,2.958,514.366,8.23667622,315.5205586,10.7559,0,97.659,88.76529305,4.25
201201022300,201201022330,2.979,446.4053,-0.69292242,315.4462118,10.2582,0,97.686,83.35520285,4.12
201201022330,201201030000,3,443.3427,-1.58082162,307.9143471,12.2491,0,97.698,87.36267707,3.55
201201030000,201201030030,3.021,442.9783,-0.36912031,306.3084199,12.7653,0,97.705,84.47729563,3.33
201201030030,201201030100,3.042,449.8516,2.1759892,309.2038815,12.9065,0,97.751,89.32633944,2.93
201201030100,201201030130,3.062,482.2467,-14.51087008,313.9275313,9.8599,0,97.799,90.48850696,2.87
201201030130,201201030200,3.083,514.8352,8.45349749,318.8620097,3.4125,0,97.855,92.69261778,3.92
201201030200,201201030230,3.104,459.0976,3.97011702,317.2688854,5.1039,0,97.858,94.8967286,3.78
201201030230,201201030300,3.125,449.4496,1.3690744,319.1465132,5.1578,0,97.971,90.48850696,3.54
201201030300,201201030330,3.146,447.4147,0.88954572,318.7661452,3.0996,0,97.993,89.72708686,3.69
201201030330,201201030400,3.167,446.806,3.66660336,315.8953187,-4.779,0,97.995,89.20611521,3.59
201201030400,201201030430,3.188,445.5836,0.74448425,310.6360614,-18.4233,0,98.011,89.12596572,3.11
201201030430,201201030500,3.208,446.7611,-4.05174397,305.3448708,-36.6767,0,98.061,88.96566676,1.96
201201030500,201201030530,3.229,-9999,-9999,299.75277,-68.7326,0,98.089,90.56865644,0.92
201201030530,201201030600,3.25,-9999,-9999,301.2808487,-26.0974,0,98.097,94.25553273,0.4
201201030600,201201030630,3.271,-9999,-9999,299.8327023,-59.1375,0,98.101,97.06076468,0.43
201201030630,201201030700,3.292,-9999,-9999,293.4028938,-74.7896,0,98.1,96.33941932,-0.07
201201030700,201201030730,3.312,-9999,-9999,290.7221516,-74.0174,0,98.092,96.82031623,-1.08
201201030730,201201030800,3.333,-9999,-9999,288.3957033,-73.0241,0,98.087,96.90046572,-1.35
201201030800,201201030830,3.354,-9999,-9999,287.3823466,-65.8853,0,98.05,98.66375437,-1.68
201201030830,201201030900,3.375,-9999,-9999,289.2034815,-49.4343,0,98.083,95.05702757,-1.69
201201030900,201201030930,3.396,-9999,-9999,297.4297647,0.5477,0,98.087,93.29373892,-0.68
201201030930,201201031000,3.417,-9999,-9999,306.1436434,41.4892,0,98.051,90.72895541,0.58
201201031000,201201031030,3.438,-9999,-9999,312.7382629,73.4908,0,98.02,85.3990147,1.81
201201031030,201201031100,3.458,483.5656,-1.11329956,322.6184199,120.6215,0,98.007,82.59378274,3.58
201201031100,201201031130,3.479,453.0248,-3.51831137,333.2635957,155.0326,0,97.992,79.18742965,4.9
201201031130,201201031200,3.5,429.4673,-6.7599255,341.7346534,184.4561,0,97.92,78.06533687,6.4
201201031200,201201031230,3.521,416.963,-5.88233192,335.4161953,76.6478,0,97.901,74.21816162,6.25
201201031230,201201031300,3.542,399.5636,-8.08683098,343.1438915,173.338,0,97.866,75.78107657,6.92
201201031300,201201031330,3.562,400.5375,-8.79504955,347.4937969,189.5188,0,97.805,73.49681626,7.55
201201031330,201201031400,3.583,402.1034,-7.19582238,340.5150823,125.1397,0,97.778,67.56575441,7.26
201201031400,201201031430,3.604,403.0036,-21.30812267,345.6940019,145.4858,0,96.697,64.520074,7.94
201201031430,201201031500,3.625,399.1461,-4.89573006,338.0863635,53.7986,0,97.683,70.01031369,7.72
201201031500,201201031530,3.646,396.8579,-5.12148838,332.7146775,16.87,0,97.697,67.04478276,7.48
201201031530,201201031600,3.667,401.6793,-5.33423171,326.8229478,-11.292,0,97.69,68.80807142,7.49
201201031600,201201031630,3.688,399.146,-2.39691237,319.2443929,-30.5534,0,97.684,69.40919255,6.54
201201031630,201201031700,3.708,402.8496,0.50819987,308.9055656,-50.7115,0,97.663,74.5788343,4.95
201201031700,201201031730,3.729,408.4298,4.45769736,304.0112144,-63.6157,0,97.612,78.58630852,3.59
201201031730,201201031800,3.75,417.7347,-0.21278943,303.5867217,-54.6031,0,97.626,80.46982141,2.53
201201031800,201201031830,3.771,422.4894,-0.39586182,302.5160576,-44.16,0,97.616,77.66458945,2.03
201201031830,201201031900,3.792,419.2173,6.59049576,304.8716251,-48.7091,0,97.613,74.93950698,2.42
201201031900,201201031930,3.812,429.0026,24.84523826,303.203752,-60.7839,0,97.631,77.10354306,2.57
201201031930,201201032000,3.833,420.4134,6.00311394,304.067325,-65.2707,0,97.641,66.52381111,3.29
201201032000,201201032030,3.854,413.4999,8.28979193,307.5140699,-67.1563,0,97.464,62.31596318,5
201201032030,201201032100,3.875,415.7319,13.79254629,307.0309782,-67.1524,0,97.582,57.06617195,4.31
201201032100,201201032130,3.896,402.4591,3.945122,315.6660634,-73.1536,0,97.507,58.78938587,7.52
201201032130,201201032200,3.917,402.8019,3.6785413,318.8883275,-68.515,0,97.448,58.42871319,7.69
201201032200,201201032230,3.938,403.8226,3.36557173,325.2507242,-20.1552,0,97.386,59.47065648,8.45
201201032230,201201032300,3.958,403.2727,2.32349055,328.0715088,-7.7425,0,97.379,60.9133472,8.71
201201032300,201201032330,3.979,404.744,3.56659521,327.0386365,-21.5186,0,97.31,62.39611267,7.85
201201032330,201201040000,4,404.8645,3.16071654,325.100608,-24.4097,0,97.296,65.36164359,7.25
201201040000,201201040030,4.021,405.6342,1.75983851,323.5358126,-26.7479,0,97.265,64.96089617,7.06
201201040030,201201040100,4.042,410.7729,5.5648391,322.2620395,-11.9835,0,97.202,66.76425957,6.27
201201040100,201201040130,4.062,410.4554,2.22886928,322.8607697,-8.5865,0,97.162,67.00470802,5.97
201201040130,201201040200,4.083,415.6528,2.61978841,321.5107697,-10.5168,0,97.107,73.09606884,5.58
201201040200,201201040230,4.104,426.7969,0.56367176,318.7186285,-11.0488,0,97.026,76.82301986,4.21
201201040230,201201040300,4.125,426.2724,2.97159912,318.4126553,-11.7808,0,97.027,77.18369254,4.21
201201040300,201201040330,4.146,434.5236,-2.01326982,320.472189,-2.315,0,97,81.27131625,4.21
201201040330,201201040400,4.167,553.6205,-13.94733382,321.8385078,-1.8581,0,96.988,86.56118222,4.24
201201040400,201201040430,4.188,-9999,-9999,322.2118088,1.6196,0.51,96.978,93.49411263,4.08
201201040430,201201040500,4.208,-9999,-9999,322.1771305,3.1989,0.64,96.978,94.85665386,3.82
201201040500,201201040530,4.229,-9999,-9999,322.4165132,3.0514,0.26,96.939,96.53979304,3.91
201201040530,201201040600,4.25,-9999,-9999,323.3789806,2.8603,0.13,96.965,94.81657912,4.16
201201040600,201201040630,4.271,-9999,-9999,327.1036818,2.0912,2.44,97.093,93.73456108,5.48
201201040630,201201040700,4.292,-9999,-9999,325.2371681,1.6889,2.44,97.217,91.24992706,5.38
201201040700,201201040730,4.312,-9999,-9999,324.6162118,1.851,0.38,97.336,91.93119768,5.4
201201040730,201201040800,4.333,-9999,-9999,323.8544214,2.6321,0.38,97.426,91.8510482,5.2
201201040800,201201040830,4.354,-9999,-9999,323.7771681,3.2475,0.77,97.423,90.64880593,4.88
201201040830,201201040900,4.375,-9999,-9999,324.7569866,5.5514,0.26,97.573,85.19864099,5.26
201201040900,201201040930,4.396,-9999,-9999,324.9162013,12.8075,0,97.644,85.67953789,5.34
201201040930,201201041000,4.417,-9999,-9999,325.6161032,21.3105,1.03,97.703,88.92559201,5.42
201201041000,201201041030,4.438,-9999,-9999,324.7052846,47.438,0,97.703,83.75595027,5.35
201201041030,201201041100,4.458,409.8637,6.07872756,324.8961526,81.8201,0,97.775,80.63012037,5.5
201201041100,201201041130,4.479,423.2419,-11.44373197,331.3844682,106.0589,0,97.802,76.14174925,5.48
201201041130,201201041200,4.5,399.5465,-5.908353,340.3097962,251.7336,0,97.796,72.13427502,6.61
201201041200,201201041230,4.521,398.4187,-7.94263641,335.535189,169.0819,0,97.772,66.20321318,6.72
201201041230,201201041300,4.542,397.5186,-11.14772902,341.2199589,234.6181,0,97.788,63.31783174,6.8
201201041300,201201041330,4.562,398.4239,-8.82233043,339.2138915,178.985,0,97.803,64.07925184,7.05
201201041330,201201041400,4.583,398.5039,-6.5424243,331.2880124,63.2487,0,97.809,58.74931112,6.47
201201041400,201201041430,4.604,398.479,-11.10083813,337.88468,157.1476,0,97.713,63.95902761,6.95
201201041430,201201041500,4.625,399.0278,-3.1314836,330.1363913,47.4889,0,97.888,76.78294512,6.4
201201041500,201201041530,4.646,595.4215,-29.07724676,323.8987555,29.4807,0.13,97.926,91.69074923,5.18
201201041530,201201041600,4.667,-9999,-9999,319.9361452,23.1077,0.13,97.991,85.91998635,4.34
201201041600,201201041630,4.688,482.5907,41.065452,313.8506684,19.5555,0,98.007,81.83236264,4.24
201201041630,201201041700,4.708,419.7147,8.4287592,313.7440045,3.5786,0,98.028,80.10914873,4.29
201201041700,201201041730,4.729,401.6965,2.26330685,309.5760428,-1.852,0,98.019,82.71400697,4.22
201201041730,201201041800,4.75,405.9132,-1.10388253,305.7843471,-4.2985,0,98.022,81.59191419,3.73
201201041800,201201041830,4.771,417.7541,2.02460534,302.7435166,-21.4305,0,98.029,80.79041934,2.08
201201041830,201201041900,4.792,422.9625,1.06740781,297.1079062,-47.661,0,98.04,74.41853533,0.62
201201041900,201201041930,4.812,420.7884,0.5969843,295.8488798,-50.3617,0,98.051,73.89756368,0.21
201201041930,201201042000,4.833,405.5602,10.92026984,305.0353354,-42.1991,0,98.021,71.37285492,3.45
201201042000,201201042030,4.854,418.7472,-0.92168283,305.8887871,-26.0509,0,97.968,71.21255595,1.93
201201042030,201201042100,4.875,407.4761,7.7424687,308.1739336,-20.4769,0,98.004,68.80807142,3.2
201201042100,201201042130,4.896,403.8703,2.0738263,311.8244214,-21.7932,0,97.966,70.77173379,4.3
201201042130,201201042200,4.917,405.8783,4.60599102,314.1312811,-24.0151,0,97.901,70.09046317,4.6
201201042200,201201042230,4.938,406.8707,2.33431133,313.7695853,-23.2518,0,97.812,61.75491679,4.34
201201042230,201201042300,4.958,407.4272,2.94044083,312.2991783,-22.0295,0,97.796,62.59648638,4.14
201201042300,201201042330,4.979,405.846,3.12503607,312.5718046,-26.9879,0,97.728,67.12493225,4.45
201201042330,201201050000,5,403.9359,2.4279933,316.5989645,-26.6473,0,97.682,68.68784719,4.89
201201050000,201201050030,5.021,404.0356,2.47758579,317.5465795,-21.1529,0,97.598,68.64777245,5.04
201201050030,201201050100,5.042,404.5039,4.25438486,316.2072344,-30.2884,0,97.49,68.32717451,4.83
201201050100,201201050130,5.062,405.1661,5.0596346,316.1196284,-23.5905,0,97.395,62.83693483,4.76
201201050130,201201050200,5.083,407.5192,0.86374019,313.2491783,-22.4381,0,97.28,63.99910235,4.01
201201050200,201201050230,5.104,404.9336,7.15852467,315.238939,-23.5412,0,97.168,66.3234374,4.61
201201050230,201201050300,5.125,402.5147,2.82906255,317.5313634,-27.3455,0,97.176,55.10250958,5.6
201201050300,201201050330,5.146,402.5235,3.90587299,318.2867628,-28.5561,0,97.155,53.29914618,5.6
201201050330,201201050400,5.167,402.232,3.98244808,319.3126376,-28.739,0,97.104,53.90026732,5.65
201201050400,201201050430,5.188,402.6914,3.06561933,319.7703773,-24.8717,0,96.957,50.49391423,5.78
201201050430,201201050500,5.208,402.5096,3.3438643,321.6628349,-24.7086,0,96.887,47.68868227,6.5
201201050500,201201050530,5.229,405.2824,1.8522043,319.5116298,-15.1749,0,96.794,45.32427248,5.58
201201050530,201201050600,5.25,401.8907,8.35187296,324.7686335,-13.1454,0,96.699,47.5283833,7.18
201201050600,201201050630,5.271,403.6647,-11.94261884,328.8642421,-14.1901,0,96.655,53.41937041,8.25
201201050630,201201050700,5.292,403.4184,-10.00811578,329.5212774,-14.4572,0,96.619,63.03730854,8
201201050700,201201050730,5.312,411.7718,-4.2264261,328.161611,-12.7533,0,96.559,71.45300441,7.45
201201050730,201201050800,5.333,418.9488,32.0355522,325.4561953,-3.3887,0.13,96.5,75.46047863,6.72
201201050800,201201050830,5.354,503.1214,-9999,324.5283614,1.5735,0.13,96.47,81.55183945,6.01
201201050830,201201050900,5.375,-9999,-9999,324.1358647,4.5627,0.38,96.465,84.67766934,5.49
201201050900,201201050930,5.396,-9999,-9999,324.6392555,10.2242,0.38,96.398,80.50989615,5.16
201201050930,201201051000,5.417,-9999,-9999,325.3596284,12.3894,0.26,96.312,83.47542707,5.33
201201051000,201201051030,5.438,-9999,-9999,326.370432,14.6253,0.38,96.285,89.72708686,5.66
201201051030,201201051100,5.458,-9999,-9999,327.4290521,20.8072,0.9,96.221,90.96940387,5.87
201201051100,201201051130,5.479,-9999,-9999,327.6048456,25.4155,0.9,96.19,90.76903016,5.83
201201051130,201201051200,5.5,-9999,-9999,329.4744317,58.8734,0.64,96.053,86.24058429,5.94
201201051200,201201051230,5.521,-9999,-9999,330.8933359,55.1307,0.26,95.941,87.92372346,6.26
201201051230,201201051300,5.542,-9999,-9999,329.9281458,31.9676,1.28,95.88,88.84544253,6.36
201201051300,201201051330,5.562,-9999,-9999,330.0990521,33.2842,0.64,95.81,85.31886521,6.54
201201051330,201201051400,5.583,447.6086,-40.63119942,330.8276979,42.4329,0.13,95.744,86.80163068,6.69
201201051400,201201051430,5.604,-9999,-9999,332.0467628,69.2205,0,95.605,82.51363326,6.69
201201051430,201201051500,5.625,409.6364,1.8139126,333.4208325,97.1301,0.13,95.572,77.94511265,7.14
201201051500,201201051530,5.646,412.6852,0.22639227,333.2483638,38.7603,0.26,95.507,74.5788343,7.62
201201051530,201201051600,5.667,400.0856,-2.35503428,333.0534358,56.6312,0,95.481,77.94511265,8.12
201201051600,201201051630,5.688,410.5609,-21.47734837,331.8638915,13.2721,0,95.475,74.41853533,7.84
201201051630,201201051700,5.708,409.3471,9.57113359,331.8983328,6.0651,0,95.437,94.77650438,7.81
201201051700,201201051730,5.729,-9999,-9999,316.4740562,2.4585,4.74,95.71,97.78211004,4.02
201201051730,201201051800,5.75,-9999,-9999,314.6093298,1.4511,2.18,95.834,96.2191951,2.72
201201051800,201201051830,5.771,-9999,-9999,317.0399402,2.8494,0.64,95.832,92.17164613,3.38
201201051830,201201051900,5.792,-9999,-9999,317.5712065,3.3636,0,95.896,89.16604047,3.36
201201051900,201201051930,5.812,-9999,-9999,319.9551975,2.5461,0.13,95.982,86.1604348,4.33
201201051930,201201052000,5.833,420.6602,0.07106683,317.1450008,4.8086,0,95.999,86.1604348,4.47
201201052000,201201052030,5.854,408.1721,-6.74799386,318.4960266,5.8633,0,95.966,84.47729563,4.65
201201052030,201201052100,5.875,402.9175,0.87517558,319.2762118,7.4653,0,95.976,88.04394769,4.84
201201052100,201201052130,5.896,515.9139,-9999,320.438206,3.2183,0.51,96.037,92.41209459,4.97
201201052130,201201052200,5.917,468.251,11.86103009,317.8935489,1.2678,0.13,96.05,89.12596572,4.28
201201052200,201201052230,5.938,404.217,2.66859133,318.4093254,3.3917,0,96.069,88.84544253,4.64
201201052230,201201052300,5.958,406.4082,-3.97473167,314.7876797,2.3708,0,96.078,86.84170542,3.98
201201052300,201201052330,5.979,438.1625,-6.23091608,312.4671659,1.2403,0,96.094,83.99639872,3.65
201201052330,201201060000,6,485.5953,-20.86986453,315.8876797,2.2132,0,96.097,85.75968738,4.03
201201060000,201201060030,6.021,481.3444,9.89310766,317.1776797,1.0739,0.13,96.118,90.5285817,3.95
201201060030,201201060100,6.042,554.3599,5.23268751,317.1084199,1.0562,0.26,96.148,90.24805851,3.75
201201060100,201201060130,6.062,-9999,-9999,316.584123,0.7651,0.77,96.238,89.0057415,3.62
201201060130,201201060200,6.083,-9999,-9999,315.2387871,-0.0519,0,96.358,92.81284201,3.3
201201060200,201201060230,6.104,404.4134,13.75886532,309.4569804,-4.2866,0,96.365,86.56118222,2.43
201201060230,201201060300,6.125,400.8541,6.53275573,310.2635166,-5.0937,0,96.499,76.98331883,2.91
201201060300,201201060330,6.146,401.8086,4.2040996,306.7280299,-26.3489,0,96.515,71.33278018,2.64
201201060330,201201060400,6.167,401.728,2.66736544,304.9280299,-45.859,0,96.592,78.74660749,2.6
201201060400,201201060430,6.188,402.4081,2.20138953,302.9573959,-51.5377,0,96.687,87.52297604,2.54
201201060430,201201060500,6.208,405.4537,2.51753706,303.8575547,-25.4296,0,96.712,83.35520285,1.83
201201060500,201201060530,6.229,405.8028,3.08948585,306.3875547,-18.7943,0,96.768,82.79415645,1.77
201201060530,201201060600,6.25,403.4032,0.99952396,307.3251636,-24.964,0,96.793,80.42974666,2.53
201201060600,201201060630,6.271,409.5785,1.92492933,307.4635166,-22.533,0,96.876,80.99079305,2.16
201201060630,201201060700,6.292,418.6105,27.496555,305.8636397,-34.2103,0,96.91,81.23124151,1.88
201201060700,201201060730,6.312,403.9125,2.77472005,307.5193567,-16.7575,0,96.967,83.99639872,1.44
201201060730,201201060800,6.333,405.5509,1.70844829,308.6372609,-13.6869,0,97,83.67580078,2.08
201201060800,201201060830,6.354,406.0388,1.6158385,309.7185238,-12.9432,0,97.039,81.35146573,2.02
201201060830,201201060900,6.375,406.4659,0.60160885,304.01115,-60.9223,0,97.099,80.63012037,1.74
201201060900,201201060930,6.396,407.5509,0.5240054,306.7475547,-0.9655,0,97.176,80.38967192,1.69
201201060930,201201061000,6.417,403.507,-2.23159349,309.4248708,-2.269,0,97.222,78.98705594,2.11
201201061000,201201061030,6.438,403.2509,-1.45103692,314.1857521,16.5683,0,97.267,76.02152502,2.52
201201061030,201201061100,6.458,404.6193,-1.33744308,315.1571659,10.5339,0,97.291,76.82301986,2.62
201201061100,201201061130,6.479,403.9436,-2.89099165,317.3175313,21.8886,0,97.3,75.6207776,2.84
201201061130,201201061200,6.5,401.8441,-2.73379818,319.1648438,30.3448,0,97.356,73.65711523,3.7
201201061200,201201061230,6.521,402.5726,-2.67265642,317.3835883,19.4884,0,97.392,74.8593575,3.6
201201061230,201201061300,6.542,404.4234,-1.46963718,317.0509982,15.472,0,97.4,76.6627209,3.56
201201061300,201201061330,6.562,402.9356,-1.39217464,317.0453187,11.4775,0,97.415,75.98145028,3.59
201201061330,201201061400,6.583,402.0533,-3.81020919,319.7674924,48.6378,0,97.427,74.45861007,3.77
201201061400,201201061430,6.604,403.1861,-2.2687358,320.7880482,30.7885,0,97.431,75.74100182,3.93
